area_type,availability,location,bath,balcony,price,total_sqft,bhk
Super built-up  Area,18-Apr,Yelahanka,2.0,1.0,55.55,1350.0,2.0
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,3.0,67.0,1550.0,3.0
Super built-up  Area,18-Apr,Malleshpalya,2.0,2.0,46.5,1140.0,2.0
Plot  Area,Ready To Move,Srirampura,5.0,2.0,180.0,1200.0,5.0
Super built-up  Area,18-Dec,Kodathi,2.0,2.0,27.0,850.0,2.0
Super built-up  Area,Ready To Move,Whitefield,2.0,2.0,75.0,1280.0,2.0
Built-up  Area,Ready To Move,Munnekollal,2.0,2.0,52.0,1170.0,2.0
Super built-up  Area,Ready To Move,Motappa Layout,2.0,1.0,51.0,1113.0,2.0
Super built-up  Area,Ready To Move,Hennur Road,2.0,1.0,83.09,1385.0,2.0
Super built-up  Area,18-Apr,Electronic City,2.0,1.0,65.0,1128.0,2.0
Plot  Area,Ready To Move,Marathahalli,2.0,2.0,128.0,1200.0,2.0
Plot  Area,Ready To Move,Akshaya Vana,4.0,3.0,165.0,1200.0,4.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3.0,2.0,415.0,2390.0,3.0
Plot  Area,Ready To Move,Giri Nagar,4.0,1.0,400.0,2400.0,4.0
Super built-up  Area,Ready To Move,Haralur Road,3.0,2.0,56.0,1464.0,3.0
Super built-up  Area,Ready To Move,Manayata Tech Park,2.0,2.0,55.0,1200.0,2.0
Super built-up  Area,Ready To Move,Kaval Byrasandra,2.0,2.0,52.0,1200.0,2.0
Super built-up  Area,Ready To Move,Kaggalipura,2.0,1.0,55.0,1150.0,3.0
Built-up  Area,Ready To Move,Basavanna Nagar,3.0,2.0,95.0,1645.0,3.0
Super built-up  Area,20-Mar,Sarjapur  Road,2.0,1.0,67.0,1000.0,2.0
Plot  Area,Ready To Move,Haralur Road,4.0,2.0,198.0,2650.0,4.0
Super built-up  Area,Ready To Move,6th Phase JP Nagar,2.0,2.0,74.0,1192.0,2.0
Super built-up  Area,Ready To Move,Ulsoor,3.0,2.0,215.0,2135.0,3.0
Super built-up  Area,19-Dec,Whitefield,2.0,1.0,58.0,1173.0,2.0
Built-up  Area,Ready To Move,Uttarahalli,2.0,2.0,45.0,1020.0,2.0
Super built-up  Area,Ready To Move,Thigalarapalya,6.0,2.0,230.0,3122.0,4.0
Super built-up  Area,Ready To Move,Somasundara Palya,3.0,3.0,64.0,1600.0,3.0
Plot  Area,18-Mar,T.C PALYA,2.0,0.0,79.0,1200.0,2.0
Carpet  Area,Ready To Move,Muneshwara Nagar,2.0,3.0,48.0,1230.0,2.0
Super built-up  Area,Ready To Move, Devarachikkanahalli,2.0,2.0,40.0,1250.0,2.0
Super built-up  Area,Ready To Move,Kalena Agrahara,2.0,2.0,76.0,1325.0,2.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,3.0,1.0,150.0,1850.0,3.0
Super built-up  Area,21-Dec,Kanakpura Road,2.0,2.0,21.53,525.0,1.0
Super built-up  Area,Ready To Move,Basaveshwara Nagar,2.0,2.0,65.0,1200.0,2.0
Plot  Area,Ready To Move,Bull Temple Road,2.0,0.0,140.0,1350.0,3.0
Super built-up  Area,18-Jun,Bommasandra,3.0,1.0,49.36,1260.0,3.0
Super built-up  Area,Ready To Move,Prashanth Nagar,3.0,0.0,150.0,1800.0,3.0
Plot  Area,18-Dec,Suragajakkanahalli,3.0,2.0,74.0,11.0,3.0
Built-up  Area,Ready To Move,Ardendale,2.0,1.0,43.25,1100.0,2.0
Super built-up  Area,Ready To Move,Harlur,2.0,1.0,77.0,1508.0,2.0
Carpet  Area,Ready To Move,Sampigehalli,3.0,2.0,75.0,1592.0,3.0
Super built-up  Area,Ready To Move,Akshaya Nagar,2.0,3.0,57.0,1388.0,2.0
Super built-up  Area,18-May,Electronic City Phase II,1.0,1.0,28.35,630.0,1.0
Plot  Area,Ready To Move,RMV,3.0,2.0,365.0,2000.0,3.0
Super built-up  Area,Ready To Move,Banashankari3rd stage bigbazar,3.0,1.0,125.0,1762.0,3.0
Super built-up  Area,21-Dec,Bagalur Main Road,2.0,2.0,50.0,950.0,2.0
Super built-up  Area,Ready To Move,Kodihalli,5.0,3.0,335.0,3252.0,4.0
Super built-up  Area,18-Aug,Magadi Road,2.0,1.0,50.0,1116.0,2.0
Super built-up  Area,Ready To Move,Narayanapura,2.0,2.0,89.04,1308.0,2.0
Super built-up  Area,Ready To Move,MS Pallya,3.0,0.0,90.0,1200.0,3.0
Plot  Area,Ready To Move,Binny Mills Employees Colony,4.0,2.0,230.0,1500.0,4.0
Built-up  Area,Ready To Move,Bannerghatta Road,1.0,1.0,18.5,500.0,1.0
Super built-up  Area,Ready To Move,Hennur,2.0,1.0,52.0,1075.0,2.0
Super built-up  Area,18-Mar,Chandapura,1.0,0.0,11.66,530.0,1.0
Built-up  Area,Ready To Move,Bellandur,2.0,3.0,66.0,1205.0,2.0
Super built-up  Area,Ready To Move,5th Phase JP Nagar,2.0,2.0,60.0,1075.0,2.0
Built-up  Area,Ready To Move,KR Puram,2.0,2.0,39.0,930.0,2.0
Super built-up  Area,Ready To Move,Balagere,2.0,1.0,60.0,1380.0,2.0
Super built-up  Area,Ready To Move,Hebbal,5.0,2.0,212.0,2483.0,4.0
Built-up  Area,Ready To Move,Kodigehaali,2.0,2.0,55.0,1166.0,2.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2.0,1.0,65.0,1050.0,2.0
Super built-up  Area,19-Mar,Gopalapura,3.0,2.0,275.0,2023.71,3.0
Super built-up  Area,Ready To Move,Begur Road,2.0,2.0,46.8,1200.0,2.0
Super built-up  Area,Ready To Move,Lakshminarayana Pura,2.0,1.0,108.0,1600.0,3.0
Super built-up  Area,Ready To Move,Billekahalli,3.0,2.0,110.0,1935.0,3.0
Super built-up  Area,18-May,8th Phase JP Nagar,1.0,0.0,29.9,451.0,1.0
Super built-up  Area,Ready To Move,Electronic City,3.0,2.0,95.0,1800.0,3.0
Super built-up  Area,18-May,Jalahalli,3.0,0.0,77.0,1400.0,3.0
Super built-up  Area,Ready To Move,Hegde Nagar,3.0,2.0,115.0,1801.0,3.0
Built-up  Area,Ready To Move,Mahadevpura,2.0,2.0,90.0,1451.0,2.0
Plot  Area,19-Jan,Anekal,1.0,1.0,36.0,1200.0,2.0
Super built-up  Area,Ready To Move,Begur Road,2.0,2.0,44.0,1160.0,2.0
Built-up  Area,Ready To Move,Kengeri,2.0,1.0,25.0,1000.0,2.0
Super built-up  Area,Ready To Move,Kanakpura Road,2.0,1.0,40.0,950.0,2.0
Built-up  Area,20-Dec,"Hoodi Circle, ",3.0,2.0,79.0,1629.0,3.0
Built-up  Area,Ready To Move,Vijayanagar,2.0,0.0,134.0,1580.0,3.0
Super built-up  Area,21-Jun,Vijayanagar,3.0,2.0,121.0,1826.0,3.0
Built-up  Area,Ready To Move,7th Phase JP Nagar,2.0,1.0,94.0,1245.0,2.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2.0,2.0,45.79,1145.0,2.0
Super built-up  Area,Ready To Move,Sompura,2.0,1.0,33.0,825.0,2.0
Super built-up  Area,18-Aug,Yeshwanthpur,3.0,3.0,108.0,1693.0,3.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,2.0,2.0,53.0,1113.27,2.0
Built-up  Area,Ready To Move,Ashirvad Colony,2.0,1.0,58.0,1460.0,2.0
Built-up  Area,Ready To Move,Doddathoguru,2.0,1.0,32.0,1050.0,2.0
Built-up  Area,Ready To Move,Dodda Nekkundi,2.0,2.0,55.0,1260.0,2.0
Super built-up  Area,Ready To Move,K N Extension,3.0,2.0,120.0,700.0,6.0
Built-up  Area,Ready To Move,Hosur Road,2.0,1.0,120.0,1656.0,2.0
Super built-up  Area,Ready To Move,Chandapura,3.0,1.0,45.0,1208.0,3.0
Super built-up  Area,Ready To Move,Whitefield,3.0,2.0,161.0,1910.0,3.0
Super built-up  Area,Ready To Move,Whitefield,4.0,1.0,230.0,3252.0,4.0
Plot  Area,Ready To Move,Battarahalli,2.0,1.0,65.0,1200.0,2.0
Super built-up  Area,Ready To Move,Gokula Extension,4.0,1.0,175.0,1200.0,4.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2.0,1.0,82.0,1175.0,2.0
Plot  Area,Ready To Move,Kamakshipalya,2.0,0.0,165.0,1000.0,2.0
Plot  Area,Ready To Move,Bannerghatta Road,2.0,0.0,125.0,1200.0,4.0
Super built-up  Area,Ready To Move,Rajaji Nagar,3.0,2.0,410.0,2390.0,3.0
Super built-up  Area,19-Jan,Rajaji Nagar,6.0,3.0,2200.0,12000.0,7.0
Plot  Area,Ready To Move,Sultan Palaya,1.0,1.0,62.0,550.0,2.0
Super built-up  Area,Ready To Move,Kengeri,1.0,0.0,18.5,370.923994,1.0
Super built-up  Area,Ready To Move,Sanne Amanikere,2.0,2.0,38.0,1185.0,2.0
Super built-up  Area,Ready To Move,Kengeri,2.0,1.0,38.0,750.0,2.0
Plot  Area,Ready To Move,Mahalakshmi Layout,7.0,3.0,250.0,1200.0,6.0
Super built-up  Area,Ready To Move,Kanakpura Road,3.0,3.0,64.5,1550.0,3.0
Built-up  Area,Ready To Move,Amco Colony,3.0,2.0,88.0,1760.0,3.0
Super built-up  Area,Ready To Move,Billekahalli,2.0,2.0,62.0,1125.0,2.0
Plot  Area,Ready To Move,Nagarbhavi,3.0,2.0,150.0,1350.0,3.0
Plot  Area,17-Dec,Anandapura,2.0,1.0,55.0,1000.0,2.0
Built-up  Area,18-Aug,Bommasandra Industrial Area,2.0,2.0,31.48,1090.0,2.0
Plot  Area,Ready To Move,TC Palaya,2.0,0.0,60.0,1200.0,2.0
Super built-up  Area,Ready To Move,Budigere,4.0,2.0,103.0,1991.0,3.0
Super built-up  Area,18-Oct,Bommasandra,2.0,1.0,26.5,1060.0,2.0
Super built-up  Area,Ready To Move,Ambalipura,2.0,1.0,75.0,1105.0,2.0
Built-up  Area,Ready To Move,Hoodi,2.0,2.0,67.0,985.0,2.0
Plot  Area,Ready To Move,Chandapura,5.0,3.0,85.0,1533.0,6.0
Super built-up  Area,17-Jul,Balagere,3.0,2.0,79.0,1590.0,3.0
Super built-up  Area,Ready To Move,CV Raman Nagar,2.0,2.0,55.0,1120.0,2.0
Super built-up  Area,Ready To Move,Samethanahalli,2.0,1.0,55.0,1069.0,2.0
Super built-up  Area,Ready To Move,Marathahalli,3.0,2.0,140.0,1933.0,3.0
Built-up  Area,16-Mar,Hosur Road,2.0,0.0,69.0,1194.0,2.0
Super built-up  Area,Ready To Move,Brookefield,2.0,3.0,69.0,1150.0,2.0
Super built-up  Area,Ready To Move,Yelenahalli,2.0,2.0,47.12,1240.0,2.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2.0,2.0,48.1,1419.0,2.0
Plot  Area,Ready To Move,7th Phase JP Nagar,8.0,2.0,250.0,1200.0,8.0
Super built-up  Area,Ready To Move,Richmond Town,4.0,2.0,240.0,2150.0,3.0
Super built-up  Area,Ready To Move,Suddaguntepalya,3.0,2.0,55.0,1450.0,3.0
Super built-up  Area,18-Jul,Udayapur Village,3.0,2.0,68.29,1630.0,3.0
Super built-up  Area,Ready To Move,Dasanapura,1.0,1.0,40.0,708.0,2.0
Plot  Area,Ready To Move,Kasavanhalli,4.0,3.0,110.0,1000.0,3.0
Plot  Area,Ready To Move,Whitefield,4.0,3.0,700.0,11890.0,4.0
Super built-up  Area,Ready To Move,Bellandur,2.0,1.0,76.0,1250.0,2.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2.0,1.0,95.0,1400.0,3.0
Super built-up  Area,Ready To Move,Sarjapur  Road,2.0,3.0,57.0,1670.0,3.0
Super built-up  Area,Ready To Move,Ardendale,3.0,2.0,100.0,1750.0,3.0
Super built-up  Area,Ready To Move,Vittasandra,2.0,1.0,71.0,1404.0,2.0
Super built-up  Area,Ready To Move,Hoodi,2.0,2.0,95.0,1715.0,3.0
Built-up  Area,18-Apr,Electronic City,1.0,1.0,34.65,630.0,1.0
Super built-up  Area,Ready To Move,Harlur,3.0,2.0,135.0,1752.12,3.0
Super built-up  Area,Ready To Move,Hulimavu,3.0,2.0,78.0,1650.0,3.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2.0,1.0,55.47,1295.0,2.0
Plot  Area,Ready To Move,Giri Nagar,3.0,2.0,252.0,1800.0,3.0
Super built-up  Area,18-Sep,Sarjapur  Road,2.0,1.0,74.03,1346.0,2.0
Plot  Area,Ready To Move,Thippasandra,4.0,2.0,200.0,1200.0,4.0
Super built-up  Area,Ready To Move,Hormavu,2.0,2.0,55.0,1150.0,2.0
Built-up  Area,Ready To Move,Chikkabidarakallu,4.0,3.0,325.0,3309.0,4.0
Super built-up  Area,18-May,Chandapura,2.0,2.0,30.35,1190.0,3.0
Super built-up  Area,Ready To Move,AECS Layout,3.0,2.0,98.0,1620.0,3.0
Super built-up  Area,18-Apr,Marathahalli,2.0,1.0,46.96,950.0,2.0
Super built-up  Area,Ready To Move,1 Giri Nagar,9.0,3.0,360.0,5000.0,11.0
Super built-up  Area,Ready To Move,Harlur,3.0,0.0,120.0,2450.0,3.0
Super built-up  Area,18-May,Electronic City Phase II,2.0,1.0,35.23,1220.0,3.0
Super built-up  Area,Ready To Move,Hoysalanagar,2.0,1.0,30.0,850.0,2.0
Built-up  Area,Ready To Move,Padmanabhanagar,2.0,2.0,63.0,1020.0,2.0
Built-up  Area,Ready To Move,Chikkalasandra,2.0,2.0,50.0,1100.0,2.0
Super built-up  Area,Ready To Move,Defence Colony,2.0,2.0,126.0,1150.0,2.0
Super built-up  Area,18-Dec,Hebbal,2.0,2.0,130.0,1760.0,3.0
Super built-up  Area,Ready To Move,Ambalipura,3.0,3.0,110.0,1800.0,3.0
Super built-up  Area,Ready To Move,Akshaya Nagar,2.0,1.0,54.0,1070.0,2.0
Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4.0,2.0,220.0,1500.0,4.0
Plot  Area,Ready To Move,Vidyaranyapura,2.0,0.0,95.0,1440.0,2.0
Super built-up  Area,Ready To Move,Amruthahalli,2.0,1.0,40.0,900.0,2.0
Built-up  Area,Ready To Move,ITI Employees Layout,4.0,1.0,230.0,1200.0,4.0
Super built-up  Area,18-May,Whitefield,2.0,1.0,42.16,1130.0,2.0
Super built-up  Area,Ready To Move,Koramangala,2.0,1.0,165.0,1320.0,2.0
Super built-up  Area,19-Jun,Kodigehalli,2.0,1.0,98.0,1270.0,2.0
Built-up  Area,Ready To Move,Patelappa Layout,2.0,1.0,62.0,1200.0,2.0
Super built-up  Area,Ready To Move,Ring Road Nagarbhavi,4.0,2.0,235.0,4800.0,4.0
Super built-up  Area,Ready To Move,NS Palya,2.0,1.0,74.0,1200.0,2.0
Super built-up  Area,Ready To Move,Subramanyapura,2.0,0.0,50.17,929.0,2.0
Built-up  Area,Ready To Move,RMV 2nd Stage,4.0,2.0,260.0,1150.0,4.0
Plot  Area,Ready To Move,Basavangudi,4.0,3.0,180.0,1125.0,4.0
Plot  Area,Ready To Move,Kenchenahalli,3.0,2.0,65.0,500.0,5.0
Plot  Area,Ready To Move,3rd Block Hrbr Layout,5.0,2.0,190.0,1200.0,5.0
Super built-up  Area,Ready To Move,KUDLU MAIN ROAD,3.0,2.0,56.0,1464.0,3.0
Super built-up  Area,Ready To Move,7th Phase JP Nagar,4.0,3.0,400.0,3600.0,4.0
Plot  Area,Ready To Move,Bank Avenue,4.0,2.0,99.0,2000.0,4.0
Super built-up  Area,Ready To Move,Chikkalasandra,2.0,1.0,49.0,1208.0,2.0
Super built-up  Area,Ready To Move,Hebbal Kempapura,2.0,2.0,60.0,1130.0,2.0
Super built-up  Area,Ready To Move,Surabhi Layout,3.0,2.0,120.0,1753.0,3.0
Super built-up  Area,Ready To Move,Old Madras Road,7.0,3.0,337.0,4500.0,5.0
Plot  Area,Ready To Move,Banjara Layout,3.0,2.0,58.0,600.0,3.0
Super built-up  Area,22-Jun,Hoodi,2.0,2.0,94.42,1196.0,2.0
Built-up  Area,Ready To Move,5th Phase JP Nagar,3.0,3.0,52.5,1150.0,2.0
Super built-up  Area,18-Apr,Electronic City,2.0,1.0,63.0,1128.0,2.0
Super built-up  Area,Ready To Move,Omkar Nagar,2.0,1.0,53.0,1000.0,2.0
Super built-up  Area,Ready To Move,Yelahanka,2.0,1.0,45.0,1035.0,2.0
Built-up  Area,Ready To Move,Kereguddadahalli,2.0,1.0,32.0,950.0,2.0
Super built-up  Area,Ready To Move,Bisuvanahalli,2.0,1.0,36.0,1075.0,3.0
Super built-up  Area,Ready To Move,Whitefield,2.0,1.0,48.5,1040.0,2.0
Plot  Area,17-Oct,Maragondanahalli,2.0,1.0,45.0,720.0,2.0
Super built-up  Area,Ready To Move,Lingadheeranahalli,3.0,1.0,95.0,1511.0,3.0
Built-up  Area,Ready To Move,Silk Board,3.0,1.0,58.0,1300.0,3.0
Super built-up  Area,19-Dec,Hoodi,3.0,1.0,68.75,1545.0,3.0
Built-up  Area,Ready To Move,Shampura,2.0,0.0,26.0,375.0,1.0
Super built-up  Area,Ready To Move,Vidyaranyapura,2.0,3.0,38.0,1062.0,2.0
Super built-up  Area,Ready To Move,Kada Agrahara,2.0,1.0,40.0,1115.0,2.0
Super built-up  Area,Ready To Move,JP Nagar,2.0,1.0,35.0,1000.0,2.0
Super built-up  Area,17-May,Kambipura,2.0,1.0,45.0,883.0,2.0
Super built-up  Area,19-Apr,Sarjapur  Road,2.0,1.0,70.0,1195.0,2.0
Plot  Area,Ready To Move,BHEL Layout,3.0,1.0,165.0,1200.0,4.0
Built-up  Area,Ready To Move,Medahalli,1.0,0.0,41.0,700.0,1.0
Super built-up  Area,Ready To Move,Vittasandra,2.0,1.0,67.0,1246.0,2.0
Plot  Area,Ready To Move,8th Phase JP Nagar,4.0,2.0,90.0,660.0,4.0
Plot  Area,Ready To Move,Banashankari Stage III,4.0,2.0,145.0,8500.0,4.0
Super built-up  Area,Ready To Move,Kashi Nagar,4.0,1.0,80.0,1600.0,4.0
Super built-up  Area,18-Dec,Haralur Road,5.0,3.0,154.0,2805.0,4.0
Super built-up  Area,Ready To Move,Begur Road,3.0,2.0,65.0,1584.0,3.0
Plot  Area,Ready To Move,Sector 7 HSR Layout,5.0,1.0,275.0,3000.0,4.0
Built-up  Area,Ready To Move,Hosur Road,2.0,2.0,48.0,1175.0,3.0
Built-up  Area,19-Jul,"Yemlur, Old Airport Road, ",3.0,2.0,115.0,1595.0,3.0
Super built-up  Area,Ready To Move,VHBCS Layout,2.0,2.0,110.0,1353.0,2.0
Super built-up  Area,18-Apr,Electronic City,3.0,2.0,125.0,1599.0,3.0
Super built-up  Area,Ready To Move,Whitefield,2.0,1.0,70.0,1150.0,2.0
Super built-up  Area,17-Dec,Jakkur,6.0,1.0,465.0,5230.0,4.0
Super built-up  Area,Ready To Move,KR Puram,2.0,2.0,42.74,1155.0,2.0
Built-up  Area,Ready To Move,Ittamadu,2.0,0.0,85.0,1200.0,1.0
Super built-up  Area,18-Jul,Electronic City Phase II,2.0,1.0,25.0,1000.0,2.0
Super built-up  Area,Ready To Move,Thanisandra,4.0,2.0,120.0,3000.0,4.0
Built-up  Area,Ready To Move,Rajiv Nagar,3.0,1.0,160.0,1867.0,3.0
Super built-up  Area,18-Jun,Ramagondanahalli,2.0,1.0,47.0,1251.0,2.0
Super built-up  Area,18-Apr,Gattahalli,2.0,1.0,45.5,1028.0,2.0
Super built-up  Area,Ready To Move,Arekere,2.0,2.0,45.0,1222.0,2.0
Super built-up  Area,Ready To Move,Bannerghatta Road,2.0,1.0,66.0,1170.0,3.0
Super built-up  Area,Ready To Move,Hebbal,4.0,1.0,245.0,2400.0,3.0
Super built-up  Area,Ready To Move,Ramanjaneyanagar,2.0,2.0,48.48,1385.0,3.0
Super built-up  Area,Ready To Move,HSR Layout,2.0,1.0,68.0,1372.0,2.0
Super built-up  Area,Ready To Move,Magadi Road,2.0,2.0,49.0,1282.0,3.0
Super built-up  Area,Ready To Move,Mico Layout,9.0,3.0,210.0,5000.0,9.0
Built-up  Area,Ready To Move,7th Block Jayanagar,3.0,1.0,528.0,3000.0,5.0
Super built-up  Area,Ready To Move,Kanakpura Road,2.0,1.0,39.73,1135.0,2.0
Built-up  Area,20-Dec,Whitefield,3.0,2.0,101.0,1768.0,3.0
Built-up  Area,Ready To Move,Byatarayanapura,2.0,1.0,90.0,1325.0,3.0
Super built-up  Area,18-Apr,Electronic City,3.0,2.0,99.0,1599.0,3.0
Plot  Area,18-Mar,Whitefield,3.0,1.0,61.95,1500.0,3.0
Plot  Area,Ready To Move,2nd Phase JP Nagar,3.0,0.0,499.0,2610.0,3.0
Super built-up  Area,Ready To Move,Uttarahalli,2.0,2.0,63.0,1286.0,2.0
Built-up  Area,Ready To Move,Kammanahalli,5.0,1.0,140.0,2845.0,5.0
Super built-up  Area,Ready To Move,K G Colony,2.0,2.0,50.0,1600.0,3.0
Super built-up  Area,18-Sep,Hennur Road,2.0,0.0,63.77,1317.5,2.0
Super built-up  Area,Ready To Move,Hebbal,5.0,2.0,260.0,3450.0,3.0
Super built-up  Area,18-Apr,Munnekollal,2.0,2.0,53.67,1102.0,2.0
Super built-up  Area,Ready To Move,Yelahanka,2.0,2.0,54.0,1350.0,2.0
Super built-up  Area,Ready To Move,Banashankari,2.0,2.0,42.0,1200.0,3.0
Plot  Area,Ready To Move,Hosa Road,6.0,0.0,145.0,1300.0,6.0
Plot  Area,Ready To Move,Herohalli,1.0,1.0,80.0,1800.0,2.0
Built-up  Area,Ready To Move,Chikkabanavar,2.0,1.0,40.0,950.0,2.0
Super built-up  Area,21-Dec,Kanakpura Road,1.0,1.0,27.25,525.0,1.0
Built-up  Area,Ready To Move,Attibele,2.0,1.0,25.0,656.0,2.0
Plot  Area,Ready To Move,Marathahalli,4.0,3.0,175.0,1780.0,4.0
Super built-up  Area,Ready To Move,3rd Block Hrbr Layout,2.0,1.0,80.0,1056.0,2.0
Super built-up  Area,21-Feb,Bannerghatta Road,1.0,1.0,33.32,595.0,1.0
Built-up  Area,Ready To Move,Ittamadu,2.0,2.0,50.0,1080.0,2.0
Super built-up  Area,19-Dec,7th Phase JP Nagar,3.0,1.0,160.0,2225.0,3.0
Super built-up  Area,18-Aug,Bommasandra,2.0,1.0,28.15,1126.0,2.0
Super built-up  Area,Ready To Move,Electronics City Phase 1,3.0,1.0,84.0,1490.0,3.0
Plot  Area,Ready To Move,HRBR Layout,4.0,1.0,300.0,2000.0,4.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,3.0,100.0,1550.0,3.0
Built-up  Area,Ready To Move,Ashwini layout,2.0,1.0,55.0,1160.0,2.0
Built-up  Area,Ready To Move,Whitefield,4.0,3.0,315.0,4144.0,4.0
Super built-up  Area,Ready To Move,Sarjapur  Road,3.0,2.0,125.0,2100.0,3.0
Super built-up  Area,Ready To Move,Vittasandra,2.0,1.0,69.3,1404.0,2.0
Plot  Area,Ready To Move,Sarjapur  Road,4.0,3.0,225.0,2230.0,4.0
Super built-up  Area,Ready To Move,Marathalli bridge,3.0,2.0,120.0,1544.0,3.0
Super built-up  Area,18-May,Banashankari Stage III,2.0,1.0,58.7,1305.0,3.0
Super built-up  Area,Ready To Move,Marathahalli,2.0,2.0,80.0,1230.0,2.0
Plot  Area,Ready To Move,T.C PALYA,2.0,0.0,65.0,1200.0,2.0
Super built-up  Area,Ready To Move,Harlur,3.0,1.0,73.0,1460.0,3.0
Built-up  Area,Ready To Move,Gottigere,2.0,3.0,45.0,967.0,2.0
Built-up  Area,Ready To Move,Byatarayanapura,1.0,1.0,36.0,540.0,1.0
Super built-up  Area,19-Dec,Hormavu,1.0,2.0,46.0,715.0,1.0
Super built-up  Area,Ready To Move,Whitefield,3.0,2.0,313.0,2500.0,3.0
Super built-up  Area,Ready To Move,Dooravani Nagar,3.0,1.0,180.0,1578.0,3.0
Super built-up  Area,Ready To Move,Mysore Road,2.0,1.0,48.95,1020.0,2.0
Super built-up  Area,Ready To Move,Jigani,2.0,1.0,40.0,1020.0,2.0
Super built-up  Area,Ready To Move,Koramangala,2.0,1.0,102.0,1253.0,2.0
Super built-up  Area,Ready To Move,JCR Layout,2.0,2.0,42.0,1180.0,2.0
Super built-up  Area,Ready To Move,Nehru Nagar,2.0,2.0,38.0,961.0,2.0
Built-up  Area,Ready To Move,Kanakapura,3.0,3.0,75.0,1419.0,3.0
Super built-up  Area,Ready To Move,Harlur,3.0,2.0,150.0,1709.0,3.0
Plot  Area,Ready To Move,Papareddipalya,2.0,0.0,115.0,1600.0,2.0
Super built-up  Area,18-Jul,Venkatapura,1.0,1.0,18.5,416.0,1.0
Carpet  Area,Ready To Move,Sanjay nagar,2.0,2.0,98.0,1100.0,2.0
Super built-up  Area,Ready To Move,HSR Layout,2.0,1.0,65.0,1430.0,3.0
Super built-up  Area,Ready To Move,Sneha Colony,2.0,2.0,45.0,1260.0,2.0
Built-up  Area,Ready To Move,RMV Extension,3.0,2.0,85.0,1630.0,3.0
Super built-up  Area,19-May,Sarjapur  Road,3.0,2.0,44.71,1249.0,3.0
Super built-up  Area,Ready To Move,Kalena Agrahara,2.0,3.0,85.0,1450.0,3.0
Super built-up  Area,17-Nov,Konanakunte,3.0,1.0,223.0,2791.0,3.0
Super built-up  Area,Ready To Move,Hosapalya,1.0,0.0,90.0,600.0,1.0
Built-up  Area,Ready To Move,Ashwini layout,1.0,1.0,60.0,834.0,1.0
Plot  Area,Ready To Move,Doddagubbi,4.0,1.0,70.0,1125.0,3.0
Super built-up  Area,Ready To Move,Arekere,3.0,2.0,140.0,2060.0,3.0
Super built-up  Area,19-Jan,Malleshwaram,7.0,3.0,2200.0,12000.0,7.0
Built-up  Area,Ready To Move,Gottigere,2.0,1.0,25.0,891.0,2.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2.0,1.0,49.07,1133.0,2.0
Built-up  Area,Ready To Move,Bisuvanahalli,2.0,1.0,37.0,1075.0,3.0
Super built-up  Area,18-May,Sector 6 HSR Layout,5.0,2.0,260.0,3000.0,4.0
Plot  Area,Ready To Move,Brookefield,5.0,2.0,425.0,2440.0,4.0
Built-up  Area,Ready To Move,Vidyaranyapura,2.0,2.0,55.0,1200.0,2.0
Super built-up  Area,Ready To Move,Thanisandra,2.0,2.0,45.8,1075.0,2.0
Super built-up  Area,Ready To Move,Kaggadasapura,2.0,2.0,40.0,1140.0,2.0
Plot  Area,Ready To Move,Margondanahalli,4.0,2.0,150.0,940.0,5.0
Plot  Area,Ready To Move,ITI Layout,5.0,1.0,250.0,2160.0,6.0
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2.0,1.0,42.0,1090.0,2.0
Built-up  Area,Ready To Move,R.T. Nagar,4.0,1.0,70.0,1500.0,4.0
Super built-up  Area,Ready To Move,Whitefield,4.0,2.0,360.0,4104.0,4.0
Super built-up  Area,Ready To Move,Whitefield,3.0,2.0,100.0,1790.0,3.0
Super built-up  Area,18-Dec,Hebbal,3.0,2.0,134.0,1920.0,3.0
Built-up  Area,Ready To Move,HRBR Layout,2.0,2.0,95.0,1374.0,2.0
Carpet  Area,Ready To Move,Bannerghatta Road,3.0,2.0,95.0,1445.0,3.0
Super built-up  Area,19-Dec,Kanakapura,1.0,1.0,36.0,711.0,1.0
Super built-up  Area,Ready To Move,Tumkur Road,3.0,3.0,95.0,1500.0,3.0
Super built-up  Area,Ready To Move,Whitefield,3.0,3.0,100.0,1720.0,3.0
Super built-up  Area,Ready To Move,Vasanthapura,3.0,2.0,60.0,1400.0,3.0
Built-up  Area,Ready To Move,Kundalahalli,2.0,2.0,49.0,1030.0,2.0
